ffmpeg,d2a,bow,svm,1
ffmpeg,d2a,bow,lr,1
ffmpeg,d2a,bow,knn,1
ffmpeg,d2a,bow,rf,1
ffmpeg,d2a,bow,xgb,1
ffmpeg,d2a,bow,lgbm,1
ffmpeg,d2a,subwords,svm,1
ffmpeg,d2a,subwords,lr,1
ffmpeg,d2a,subwords,knn,1
ffmpeg,d2a,subwords,rf,1
ffmpeg,d2a,subwords,xgb,1
ffmpeg,d2a,subwords,lgbm,1
ffmpeg,d2a,word2vec,svm,1
ffmpeg,d2a,word2vec,lr,1
ffmpeg,d2a,word2vec,knn,1
ffmpeg,d2a,word2vec,rf,1
ffmpeg,d2a,word2vec,xgb,1
ffmpeg,d2a,word2vec,lgbm,1
ffmpeg,d2a,fasttext,svm,1
ffmpeg,d2a,fasttext,lr,1
ffmpeg,d2a,fasttext,knn,1
ffmpeg,d2a,fasttext,rf,1
ffmpeg,d2a,fasttext,xgb,1
ffmpeg,d2a,fasttext,lgbm,1
ffmpeg,d2a,doc2vec,svm,1
ffmpeg,d2a,doc2vec,lr,1
ffmpeg,d2a,doc2vec,knn,1
ffmpeg,d2a,doc2vec,rf,1
ffmpeg,d2a,doc2vec,xgb,1
ffmpeg,d2a,doc2vec,lgbm,1
ffmpeg,d2a,codebert,svm,1
ffmpeg,d2a,codebert,lr,1
ffmpeg,d2a,codebert,knn,1
ffmpeg,d2a,codebert,rf,1
ffmpeg,d2a,codebert,xgb,1
ffmpeg,d2a,codebert,lgbm,1
ffmpeg,both,bow,svm,1
ffmpeg,both,bow,lr,1
ffmpeg,both,bow,knn,1
ffmpeg,both,bow,rf,1
ffmpeg,both,bow,xgb,1
ffmpeg,both,bow,lgbm,1
ffmpeg,both,subwords,svm,1
ffmpeg,both,subwords,lr,1
ffmpeg,both,subwords,knn,1
ffmpeg,both,subwords,rf,1
ffmpeg,both,subwords,xgb,1
ffmpeg,both,subwords,lgbm,1
ffmpeg,both,word2vec,svm,1
ffmpeg,both,word2vec,lr,1
ffmpeg,both,word2vec,knn,1
ffmpeg,both,word2vec,rf,1
ffmpeg,both,word2vec,xgb,1
ffmpeg,both,word2vec,lgbm,1
ffmpeg,both,fasttext,svm,1
ffmpeg,both,fasttext,lr,1
ffmpeg,both,fasttext,knn,1
ffmpeg,both,fasttext,rf,1
ffmpeg,both,fasttext,xgb,1
ffmpeg,both,fasttext,lgbm,1
ffmpeg,both,doc2vec,svm,1
ffmpeg,both,doc2vec,lr,1
ffmpeg,both,doc2vec,knn,1
ffmpeg,both,doc2vec,rf,1
ffmpeg,both,doc2vec,xgb,1
ffmpeg,both,doc2vec,lgbm,1
ffmpeg,both,codebert,svm,1
ffmpeg,both,codebert,lr,1
ffmpeg,both,codebert,knn,1
ffmpeg,both,codebert,rf,1
ffmpeg,both,codebert,xgb,1
ffmpeg,both,codebert,lgbm,1
